Image_ID,class,confidence,ymin,xmin,ymax,xmax
image_1083,1,0.765123904,0.6125,0.365625,0.776388889,0.4515625
image_1050,0,0.898052216,0.655555556,0.07578125,0.795833333,0.15625
image_1050,0,0.88222301,0.623611111,0.2984375,0.759722222,0.39375
image_1050,0,0.737018049,0.519444444,0.4578125,0.838888889,0.634375
image_1050,0,0.619219542,0.190277778,0.36953125,0.454166667,0.48828125
image_1025,0,0.861863196,0.638888889,0.57734375,0.7375,0.63984375
image_1025,0,0.735255897,0.6375,0.41953125,0.727777778,0.5125
image_1076,0,0.888578296,0.681944444,0.18671875,0.827777778,0.27265625
image_1076,0,0.801744461,0.727777778,0.5421875,0.865277778,0.66640625
image_1076,0,0.540268362,0.736111111,0.36796875,0.836111111,0.459375
image_1014,0,0.835951388,0.6875,0.2640625,0.8,0.378125
image_1014,1,0.660199523,0.694444444,0.69375,0.823611111,0.81328125
image_1014,1,0.463970363,0.718055556,0.4015625,0.9125,0.59375
image_1018,0,0.907136202,0.605555556,0.0453125,0.802777778,0.14765625
image_1018,1,0.83153069,0.65,0.59453125,0.826388889,0.659375
image_1018,1,0.787432134,0.569444444,0.1953125,0.818055556,0.3265625
image_1018,0,0.574322701,0.163888889,0.359375,0.4625,0.50234375
image_1077,1,0.880463958,0.584722222,0.48125,0.7875,0.54765625
image_1077,1,0.808981895,0.581944444,0.27421875,0.775,0.36015625
image_1038,1,0.822336674,0.648611111,0.2859375,0.794444444,0.3734375
image_1048,1,0.912499428,0.701388889,0.12265625,0.898611111,0.26015625
image_1048,0,0.867465019,0.7625,0.58984375,0.9375,0.67421875
image_1048,1,0.479600966,0.475,0.321875,0.738888889,0.46484375
image_1091,0,0.859392881,0.606944444,0.484375,0.773611111,0.559375
image_1031,1,0.812928021,0.626388889,0.596875,0.755555556,0.71796875
image_1031,0,0.805031836,0.641666667,0.28984375,0.726388889,0.3921875
image_1049,1,0.867860258,0.573611111,0.659375,0.788888889,0.75078125
image_1049,0,0.790859818,0.644444444,0.296875,0.754166667,0.39765625
image_1049,0,0.718482196,0.2125,0.3734375,0.434722222,0.4875
image_1093,0,0.85305351,0.636111111,0.28828125,0.727777778,0.36875
image_1093,1,0.802081704,0.647222222,0.4796875,0.738888889,0.5625
image_1096,1,0.862834871,0.602777778,0.3453125,0.780555556,0.43046875
image_1068,0,0.88009733,0.525,0.5015625,0.763888889,0.61171875
image_1068,0,0.856777191,0.627777778,0.2640625,0.765277778,0.40234375
image_1068,0,0.723917663,0.645833333,0.65078125,0.755555556,0.76640625
image_1053,0,0.918697,0.691666667,0.58046875,0.8125,0.6546875
image_1053,0,0.893325448,0.675,0.78359375,0.781944444,0.875
image_1053,0,0.792967379,0.673611111,0.321875,0.794444444,0.4296875
image_1053,0,0.564083397,0.191666667,0.36796875,0.458333333,0.49140625
image_1092,1,0.828876197,0.670833333,0.4828125,0.770833333,0.57734375
image_1092,1,0.785539985,0.659722222,0.2234375,0.773611111,0.32109375
image_1041,0,0.790165663,0.743055556,0.2921875,0.841666667,0.4
image_1041,0,0.77159971,0.636111111,0.55234375,0.858333333,0.61171875
image_1041,0,0.542092681,0.038888889,0.171875,0.259722222,0.271875
image_1067,0,0.877757847,0.613888889,0.609375,0.773611111,0.70859375
image_1067,1,0.854730368,0.619444444,0.31328125,0.741666667,0.43359375
image_1044,1,0.81391108,0.636111111,0.171875,0.856944444,0.32265625
image_1044,0,0.733152211,0.688888889,0.36875,0.805555556,0.4859375
image_1044,0,0.490508497,0.726388889,0.496875,0.840277778,0.63515625
image_1072,1,0.851105094,0.680555556,0.46015625,0.808333333,0.52109375
image_1072,0,0.743735135,0.704166667,0.2,0.831944444,0.33125
image_1072,1,0.710149288,0.722222222,0.58125,0.813888889,0.64296875
image_1072,0,0.506074011,0.061111111,0.19765625,0.272222222,0.29765625
image_1062,0,0.752413809,0.668055556,0.60234375,0.809722222,0.74140625
image_1062,0,0.690901637,0.631944444,0.159375,0.8125,0.30859375
image_1062,0,0.480195791,0.630555556,0.346875,0.972222222,0.5703125
image_1080,0,0.910467446,0.634722222,0.21171875,0.823611111,0.35234375
image_1080,1,0.842990875,0.538888889,0.709375,0.834722222,0.828125
image_1080,0,0.838965118,0.588888889,0.36640625,0.815277778,0.440625
image_1080,0,0.636073709,0.188888889,0.36015625,0.452777778,0.5
image_1012,0,0.851326883,0.613888889,0.496875,0.765277778,0.6125
image_1012,1,0.794405937,0.673611111,0.2859375,0.773611111,0.38125
image_1023,0,0.938120961,0.629166667,0.2515625,0.752777778,0.334375
image_1023,0,0.767248988,0.655555556,0.5015625,0.769444444,0.62421875
image_1023,0,0.679952025,0.201388889,0.371875,0.447222222,0.48203125
image_1066,0,0.839318633,0.651388889,0.2828125,0.802777778,0.4109375
image_1066,1,0.747227371,0.590277778,0.54609375,0.872222222,0.7703125
image_1095,0,0.795467496,0.630555556,0.36875,0.756944444,0.45234375
image_1095,0,0.786167502,0.644444444,0.6421875,0.798611111,0.7734375
image_1095,0,0.775615573,0.630555556,0.09375,0.783333333,0.23125
image_1057,1,0.859318793,0.6625,0.440625,0.768055556,0.52265625
image_1057,0,0.800664306,0.661111111,0.203125,0.783333333,0.33984375
image_1057,0,0.800501049,0.675,0.71328125,0.784722222,0.8359375
image_1040,0,0.850268364,0.747222222,0.63359375,0.868055556,0.7203125
image_1040,1,0.83087039,0.7125,0.42890625,0.858333333,0.51015625
image_1040,0,0.821359217,0.747222222,0.14296875,0.869444444,0.2203125
image_1040,0,0.553067505,0.788888889,0.06484375,0.877777778,0.1453125
image_1047,0,0.812985063,0.661111111,0.240625,0.808333333,0.33671875
image_1047,1,0.669392288,0.694444444,0.44609375,0.875,0.5203125
image_1070,1,0.799890399,0.655555556,0.315625,0.770833333,0.4484375
image_1032,0,0.904810905,0.644444444,0.328125,0.766666667,0.40625
image_1032,0,0.853340626,0.655555556,0.66640625,0.754166667,0.74609375
image_1017,1,0.866163075,0.6,0.0671875,0.808333333,0.196875
image_1017,1,0.808913887,0.688888889,0.271875,0.8,0.35546875
image_1017,0,0.632561088,0.166666667,0.3640625,0.445833333,0.4859375
image_1087,1,0.842246354,0.688888889,0.3859375,0.788888889,0.475
image_1087,0,0.774583995,0.651388889,0.06484375,0.795833333,0.1734375
image_1087,0,0.681411922,0.180555556,0.3703125,0.451388889,0.484375
image_1042,0,0.774407387,0.740277778,0.66015625,0.845833333,0.74453125
image_1042,0,0.765419602,0.711111111,0.4265625,0.852777778,0.50390625
image_1042,0,0.642690003,0.655555556,0.0734375,0.845833333,0.26875
image_1042,0,0.600978136,0.043055556,0.16328125,0.263888889,0.28046875
image_1037,0,0.842074096,0.672222222,0.24375,0.791666667,0.30234375
image_1037,1,0.75169462,0.661111111,0.615625,0.818055556,0.6890625
image_1033,0,0.781367064,0.709722222,0.31015625,0.854166667,0.4546875
image_1033,1,0.583301604,0.715277778,0.66484375,0.868055556,0.815625
image_1079,1,0.694286942,0.738888889,0.3,0.883333333,0.44921875
image_1079,0,0.676286936,0.683333333,0.7640625,0.856944444,0.84609375
image_1098,1,0.868149579,0.638888889,0.325,0.748611111,0.4078125
image_1098,1,0.865628421,0.618055556,0.57109375,0.7625,0.721875
image_1078,1,0.908714414,0.729166667,0.5671875,0.8625,0.65078125
image_1078,0,0.811536789,0.694444444,0.2578125,0.843055556,0.40625
image_1078,0,0.780065954,0.708333333,0.6546875,0.844444444,0.778125
image_1028,1,0.857127011,0.651388889,0.534375,0.775,0.65625
image_1028,0,0.817853272,0.656944444,0.74296875,0.768055556,0.828125
image_1028,0,0.811574996,0.663888889,0.31171875,0.752777778,0.43125
image_1088,0,0.754227698,0.613888889,0.33671875,0.777777778,0.4359375
image_1088,1,0.744690776,0.691666667,0.634375,0.806944444,0.74375
image_1088,1,0.739896595,0.569444444,0.0890625,0.823611111,0.25703125
image_1052,0,0.912328184,0.6375,0.5078125,0.797222222,0.60546875
image_1052,1,0.890758634,0.652777778,0.88359375,0.780555556,0.94375
image_1052,0,0.863163114,0.5625,0.1953125,0.786111111,0.3140625
image_1052,1,0.615287721,0.175,0.3671875,0.468055556,0.50625
image_1035,0,0.83201468,0.723611111,0.340625,0.844444444,0.44765625
image_1035,0,0.773349524,0.702777778,0.64609375,0.886111111,0.7890625
image_1027,1,0.788502634,0.648611111,0.5453125,0.790277778,0.62421875
image_1065,0,0.810737967,0.655555556,0.2671875,0.922222222,0.3578125
image_1059,0,0.822509289,0.688888889,0.19921875,0.933333333,0.33203125
image_1059,1,0.679784358,0.615277778,0.66953125,0.873611111,0.790625
image_1059,1,0.41961208,0.734722222,0.3875,0.979166667,0.546875
image_1082,1,0.898960352,0.551388889,0.27578125,0.780555556,0.34453125
image_1082,0,0.557306707,0.177777778,0.36875,0.459722222,0.4859375
image_1045,1,0.863377273,0.705555556,0.25390625,0.825,0.33515625
image_1045,0,0.801860273,0.726388889,0.4953125,0.841666667,0.58671875
image_1045,0,0.691707551,0.719444444,0.35390625,0.822222222,0.4765625
image_1063,1,0.854161978,0.673611111,0.6796875,0.829166667,0.77578125
image_1063,0,0.580875039,0.644444444,0.37890625,0.834722222,0.57109375
image_1069,0,0.85392195,0.684722222,0.73671875,0.815277778,0.8484375
image_1069,1,0.792467415,0.611111111,0.184375,0.7875,0.3328125
image_1069,1,0.743312776,0.672222222,0.55390625,0.820833333,0.62578125
image_1075,0,0.883145452,0.672222222,0.384375,0.816666667,0.46015625
image_1075,0,0.84042716,0.591666667,0.69609375,0.815277778,0.75859375
image_1075,0,0.6974563,0.730555556,0.50625,0.818055556,0.615625
image_1075,0,0.580646574,0.063888889,0.19765625,0.255555556,0.29609375
image_1015,1,0.824105978,0.676388889,0.49453125,0.816666667,0.578125
image_1015,0,0.675161183,0.698611111,0.30703125,0.806944444,0.45859375
image_1056,1,0.808741391,0.686111111,0.5140625,0.819444444,0.65234375
image_1056,0,0.79952085,0.693055556,0.34765625,0.826388889,0.42578125
image_1056,1,0.738884509,0.698611111,0.73203125,0.830555556,0.86171875
image_1074,1,0.777067542,0.744444444,0.41875,0.856944444,0.54921875
image_1074,0,0.528167665,0.009722222,0.15703125,0.215277778,0.26796875
image_1060,1,0.910662889,0.604166667,0.47109375,0.7125,0.56875
image_1060,0,0.847057939,0.575,0.6515625,0.740277778,0.75390625
image_1060,0,0.766826808,0.559722222,0.31171875,0.7125,0.36953125
image_1013,1,0.613940299,0.6625,0.4296875,0.776388889,0.5609375
image_1021,1,0.631302714,0.6875,0.80390625,0.8875,0.971875
image_1085,0,0.88314265,0.643055556,0.85234375,0.755555556,0.934375
image_1085,0,0.811683297,0.644444444,0.39609375,0.734722222,0.4859375
image_1085,0,0.69104594,0.206944444,0.38203125,0.441666667,0.4859375
image_1036,1,0.741136909,0.709722222,0.43125,0.856944444,0.53515625
image_1036,0,0.63541162,0.688888889,0.7296875,0.815277778,0.83515625
image_1036,1,0.573073149,0.697222222,0.1796875,0.826388889,0.36015625
image_1094,0,0.814678431,0.548611111,0.33359375,0.841666667,0.4953125
image_1094,1,0.796667755,0.679166667,0.52578125,0.794444444,0.63984375
image_1046,0,0.743104041,0.669444444,0.21875,0.830555556,0.3640625
image_1046,1,0.666359127,0.713888889,0.4109375,0.8375,0.5296875
image_1084,0,0.883221865,0.613888889,0.54296875,0.725,0.6265625
image_1084,0,0.856788158,0.597222222,0.13984375,0.691666667,0.22734375
image_1084,0,0.85499084,0.625,0.33828125,0.690277778,0.421875
image_1084,0,0.471111536,0.225,0.396875,0.438888889,0.4890625
image_1090,0,0.864816844,0.705555556,0.22421875,0.827777778,0.36953125
image_1090,1,0.789166033,0.608333333,0.47578125,0.795833333,0.5703125
image_1090,0,0.726810217,0.654166667,0.709375,0.826388889,0.86328125
image_1034,0,0.821423292,0.602777778,0.271875,0.715277778,0.3578125
image_1034,0,0.793235779,0.625,0.4734375,0.736111111,0.57265625
image_1034,1,0.680404067,0.65,0.6578125,0.747222222,0.73828125
image_1058,1,0.821476042,0.740277778,0.209375,0.906944444,0.3328125
image_1029,0,0.842491388,0.605555556,0.50078125,0.708333333,0.58203125
image_1029,1,0.793673515,0.615277778,0.37578125,0.698611111,0.453125
image_1029,0,0.666369677,0.648611111,0.67734375,0.708333333,0.74765625
image_1022,1,0.882840157,0.613888889,0.2734375,0.751388889,0.34375
image_1022,0,0.872332811,0.619444444,0.46796875,0.805555556,0.59375
image_1022,0,0.834529757,0.665277778,0.671875,0.775,0.78671875
image_1022,0,0.528296888,0.1875,0.359375,0.458333333,0.50234375
image_1061,0,0.738856494,0.679166667,0.1890625,0.856944444,0.3546875
image_1061,1,0.721802056,0.698611111,0.58671875,0.818055556,0.690625
image_1086,0,0.92600292,0.616666667,0.71015625,0.7625,0.79609375
image_1086,1,0.812448919,0.615277778,0.24765625,0.775,0.328125
image_1086,0,0.732137561,0.651388889,0.51328125,0.801388889,0.58515625
image_1086,0,0.562057793,0.233333333,0.36796875,0.429166667,0.50078125
image_1024,1,0.913021088,0.680555556,0.1703125,0.818055556,0.2671875
image_1024,0,0.831987679,0.701388889,0.64296875,0.816666667,0.771875
image_1024,0,0.491340727,0.668055556,0.38984375,0.986111111,0.5359375
image_1051,1,0.848971486,0.680555556,0.39609375,0.780555556,0.49375
image_1051,0,0.562429845,0.205555556,0.3703125,0.447222222,0.48828125
image_1043,1,0.866466105,0.720833333,0.603125,0.838888889,0.715625
image_1043,0,0.560842514,0.055555556,0.19140625,0.273611111,0.28203125
image_1081,0,0.890054047,0.522222222,0.49140625,0.761111111,0.575
image_1081,1,0.868739724,0.644444444,0.184375,0.741666667,0.2703125
image_1081,0,0.85152483,0.647222222,0.6484375,0.756944444,0.76484375
image_1081,0,0.690698862,0.195833333,0.37890625,0.452777778,0.4859375
image_1019,1,0.821828961,0.690277778,0.2375,0.829166667,0.334375
image_1019,1,0.769815981,0.647222222,0.3890625,0.831944444,0.45625
image_1019,1,0.733196974,0.695833333,0.6171875,0.876388889,0.75625
image_1019,0,0.644231677,0.169444444,0.35703125,0.456944444,0.48359375
image_1064,1,0.828676879,0.659722222,0.70546875,0.788888889,0.83671875
image_1030,1,0.797546148,0.65,0.42578125,0.779166667,0.49765625
image_1030,1,0.726221442,0.669444444,0.65078125,0.775,0.78515625
image_1039,1,0.847216785,0.6625,0.6296875,0.790277778,0.70390625
image_1097,1,0.847007692,0.630555556,0.39140625,0.754166667,0.47578125
image_1097,1,0.821868658,0.659722222,0.6671875,0.769444444,0.75390625
image_1071,1,0.852302969,0.6125,0.54140625,0.734722222,0.61875
image_1071,0,0.745836914,0.613888889,0.34921875,0.741666667,0.42265625
image_1154,0,0.907254398,0.605555556,0.53359375,0.727777778,0.61796875
image_1154,1,0.855810106,0.613888889,0.36484375,0.706944444,0.41796875
image_1129,1,0.904970527,0.630555556,0.2109375,0.831944444,0.3
image_1129,0,0.659976244,0.6125,0.82734375,0.822222222,0.98359375
image_1129,1,0.659320235,0.527777778,0.41171875,0.819444444,0.6625
image_1169,1,0.831371129,0.7625,0.42109375,0.877777778,0.5453125
image_1169,0,0.783094227,0.705555556,0.58984375,0.901388889,0.74765625
image_1169,0,0.778269053,0.7375,0.0765625,0.940277778,0.21484375
image_1169,0,0.579568624,0.005555556,0.1078125,0.206944444,0.2359375
image_1179,1,0.89150238,0.684722222,0.1796875,0.783333333,0.28203125
image_1179,0,0.792414367,0.593055556,0.43046875,0.820833333,0.54140625
image_1179,0,0.684149027,0.672222222,0.63203125,0.811111111,0.77890625
image_1179,0,0.55749017,0.161111111,0.3515625,0.458333333,0.50390625
image_1156,0,0.801650226,0.643055556,0.61875,0.752777778,0.6984375
image_1156,1,0.728849828,0.6125,0.43359375,0.758333333,0.54609375
image_1099,1,0.872081518,0.669444444,0.28828125,0.848611111,0.4296875
image_1099,0,0.772972643,0.726388889,0.55546875,0.866666667,0.6890625
image_1162,1,0.877913117,0.704166667,0.2828125,0.85,0.4078125
image_1162,0,0.607253432,0.638888889,0.546875,0.844444444,0.68671875
image_1131,1,0.909445524,0.684722222,0.26171875,0.8375,0.4078125
image_1128,1,0.874800086,0.606944444,0.29375,0.7625,0.3953125
image_1128,0,0.848532617,0.6375,0.70546875,0.751388889,0.78046875
image_1128,1,0.804964244,0.654166667,0.52109375,0.748611111,0.60703125
image_1114,0,0.901115954,0.738888889,0.1546875,0.927777778,0.25
image_1114,0,0.840365827,0.656944444,0.62421875,0.897222222,0.790625
image_1114,0,0.78650409,0.691666667,0.840625,0.934722222,0.975
image_1114,0,0.478830665,0.133333333,0.34140625,0.451388889,0.4984375
image_1130,1,0.889988244,0.675,0.3046875,0.829166667,0.403125
image_1130,0,0.616486311,0.644444444,0.56171875,0.816666667,0.74921875
image_1159,1,0.850939333,0.655555556,0.4921875,0.784722222,0.5671875
image_1159,1,0.663189173,0.645833333,0.81328125,0.790277778,0.9109375
image_1171,0,0.801109016,0.686111111,0.17578125,0.888888889,0.3234375
image_1171,0,0.743041158,0.734722222,0.60078125,0.923611111,0.75
image_1171,0,0.736326456,0.779166667,0.4125,0.869444444,0.5078125
image_1132,1,0.866779566,0.684722222,0.2609375,0.838888889,0.40859375
image_1132,1,0.709028184,0.5875,0.6140625,0.890277778,0.78203125
image_1158,0,0.859782636,0.651388889,0.1421875,0.784722222,0.27734375
image_1158,1,0.852351069,0.661111111,0.3515625,0.790277778,0.4578125
image_1158,0,0.850865543,0.669444444,0.5390625,0.793055556,0.6671875
image_1157,0,0.801649153,0.704166667,0.709375,0.8875,0.8515625
image_1157,0,0.79019618,0.711111111,0.4640625,0.847222222,0.5546875
image_1157,0,0.729486167,0.645833333,0.128125,0.895833333,0.28203125
image_1145,1,0.887695968,0.668055556,0.35546875,0.801388889,0.4796875
image_1145,0,0.434995949,0.156944444,0.3515625,0.461111111,0.5
image_1143,1,0.896667123,0.694444444,0.35,0.805555556,0.44140625
image_1107,0,0.906079471,0.615277778,0.3296875,0.751388889,0.40078125
image_1107,1,0.637361526,0.098611111,0.1640625,0.302777778,0.24453125
image_1107,0,0.519103885,0.1375,0.24375,0.320833333,0.3171875
image_1160,0,0.612750649,0.643055556,0.334375,0.759722222,0.46015625
image_1140,0,0.917622089,0.716666667,0.28671875,0.841666667,0.375
image_1140,1,0.76296711,0.698611111,0.46796875,0.805555556,0.52734375
image_1146,1,0.855718553,0.569444444,0.0078125,0.798611111,0.13046875
image_1146,0,0.451061398,0.872222222,0.43671875,0.991666667,0.5640625
image_1146,1,0.413149357,0.152777778,0.9671875,0.251388889,1
image_1141,1,0.75217396,0.730555556,0.24609375,0.845833333,0.38828125
image_1141,0,0.740784168,0.740277778,0.428125,0.886111111,0.51015625
image_1135,0,0.819853723,0.6875,0.04609375,0.883333333,0.1828125
image_1135,0,0.654620707,0.673611111,0.7171875,0.830555556,0.884375
image_1135,0,0.653340697,0.598611111,0.34765625,0.858333333,0.5375
image_1183,0,0.919309378,0.593055556,0.675,0.823611111,0.76015625
image_1183,1,0.898086488,0.705555556,0.16328125,0.854166667,0.2765625
image_1183,0,0.512535214,0.869444444,0.4296875,0.986111111,0.56796875
image_1119,0,0.957246006,0.718055556,0.7171875,0.8875,0.84609375
image_1119,1,0.788840234,0.545833333,0.36328125,0.875,0.50859375
image_1119,1,0.540210128,0.576388889,0.1828125,0.866666667,0.31484375
image_1119,0,0.493817091,0.140277778,0.3421875,0.456944444,0.503125
image_1153,0,0.84750104,0.673611111,0.746875,0.895833333,0.86484375
image_1153,1,0.694978714,0.725,0.275,0.815277778,0.3453125
image_1153,1,0.573900878,0.698611111,0.40703125,0.943055556,0.61953125
image_1153,0,0.525889695,0.686111111,0.165625,0.923611111,0.271875
image_1138,1,0.792702794,0.736111111,0.5125,0.905555556,0.63125
image_1138,0,0.483633667,0,0.13359375,0.227777778,0.2359375
image_1101,0,0.771369636,0.755555556,0.53203125,0.873611111,0.63359375
image_1101,1,0.708180726,0.701388889,0.08671875,0.901388889,0.25703125
image_1178,1,0.799938023,0.688888889,0.34375,0.801388889,0.453125
image_1178,1,0.77674824,0.695833333,0.79375,0.836111111,0.925
image_1184,1,0.72816664,0.668055556,0.56171875,0.775,0.653125
image_1184,0,0.458322942,0.852777778,0.43203125,0.988888889,0.56484375
image_1144,0,0.928882182,0.576388889,0.5625,0.7875,0.64296875
image_1144,1,0.879930556,0.604166667,0.290625,0.751388889,0.37265625
image_1144,0,0.505115509,0.170833333,0.36015625,0.451388889,0.50234375
image_1117,1,0.907112062,0.619444444,0.2953125,0.794444444,0.375
image_1117,0,0.81407392,0.658333333,0.0859375,0.815277778,0.18359375
image_1117,0,0.537708223,0.144444444,0.35859375,0.452777778,0.48125
image_1148,1,0.863484919,0.684722222,0.68203125,0.816666667,0.76875
image_1148,0,0.82837826,0.595833333,0.403125,0.840277778,0.503125
image_1148,0,0.43057251,0.151388889,0.96171875,0.258333333,0.99921875
image_1176,0,0.707248092,0.713888889,0.325,0.948611111,0.4625
image_1176,0,0.51165688,0.141666667,0.3421875,0.459722222,0.49140625
image_1172,1,0.795381308,0.594444444,0.28046875,0.766666667,0.36328125
image_1120,1,0.891460359,0.580555556,0.6078125,0.791666667,0.6796875
image_1120,1,0.878277421,0.651388889,0.284375,0.786111111,0.36953125
image_1111,1,0.842784226,0.679166667,0.5125,0.820833333,0.6109375
image_1111,0,0.809250295,0.704166667,0.396875,0.811111111,0.47578125
image_1111,0,0.769807518,0.698611111,0.6609375,0.802777778,0.79765625
image_1150,0,0.879211843,0.658333333,0.09921875,0.809722222,0.20703125
image_1150,0,0.822499752,0.604166667,0.29921875,0.822222222,0.39296875
image_1150,0,0.821958661,0.7125,0.671875,0.813888889,0.75703125
image_1150,0,0.413677901,0.168055556,0.35234375,0.4625,0.48984375
image_1165,1,0.858668923,0.629166667,0.64375,0.801388889,0.76875
image_1106,1,0.835337996,0.645833333,0.68046875,0.791666667,0.746875
image_1106,1,0.834280193,0.7,0.51328125,0.793055556,0.5921875
image_1106,1,0.772473037,0.723611111,0.3234375,0.808333333,0.41796875
image_1106,0,0.431004822,0.065277778,0.19453125,0.291666667,0.290625
image_1175,1,0.845044732,0.581944444,0.51875,0.805555556,0.640625
image_1175,1,0.844689429,0.605555556,0.3828125,0.801388889,0.47734375
image_1155,1,0.874678195,0.673611111,0.61484375,0.773611111,0.7234375
image_1155,0,0.859553576,0.640277778,0.25234375,0.740277778,0.3375
image_1155,1,0.742646039,0.611111111,0.42890625,0.758333333,0.5421875
image_1177,0,0.861855805,0.605555556,0.06640625,0.779166667,0.203125
image_1177,0,0.847742021,0.598611111,0.51875,0.768055556,0.596875
image_1177,0,0.808849335,0.493055556,0.30234375,0.748611111,0.390625
image_1177,0,0.641429067,0.198611111,0.36796875,0.440277778,0.48828125
image_1173,0,0.890317738,0.655555556,0.35546875,0.8375,0.44296875
image_1173,1,0.839354694,0.691666667,0.14140625,0.8625,0.25078125
image_1173,0,0.80990237,0.643055556,0.50703125,0.8875,0.61796875
image_1164,0,0.699751675,0.629166667,0.67734375,0.8625,0.84921875
image_1164,1,0.666317403,0.605555556,0.48359375,0.772222222,0.5609375
image_1167,1,0.927616954,0.643055556,0.7015625,0.819444444,0.84296875
image_1137,0,0.758851528,0.723611111,0.0984375,0.873611111,0.2359375
image_1137,0,0.488033444,0,0.13515625,0.229166667,0.2375
image_1180,0,0.932717741,0.679166667,0.38203125,0.820833333,0.47890625
image_1180,0,0.888118327,0.630555556,0.0296875,0.784722222,0.1625
image_1147,1,0.91223973,0.626388889,0.19296875,0.8125,0.325
image_1147,0,0.782855034,0.654166667,0.43828125,0.830555556,0.60703125
image_1118,0,0.882191896,0.672222222,0.23203125,0.880555556,0.3109375
image_1118,1,0.844271362,0.686111111,0.5234375,0.945833333,0.64765625
image_1166,0,0.782555521,0.709722222,0.56484375,0.804166667,0.67265625
image_1166,1,0.747619867,0.659722222,0.80859375,0.852777778,0.91171875
image_1166,1,0.707061112,0.576388889,0.30703125,0.822222222,0.5328125
image_1112,1,0.877441108,0.672222222,0.4703125,0.784722222,0.54375
image_1112,0,0.838156998,0.590277778,0.24375,0.763888889,0.31484375
image_1112,1,0.824081063,0.654166667,0.628125,0.786111111,0.69609375
image_1112,0,0.624867558,0.180555556,0.37109375,0.458333333,0.48671875
image_1123,1,0.858932853,0.604166667,0.6,0.8125,0.70859375
image_1123,1,0.691852093,0.669444444,0.24140625,0.794444444,0.4
image_1121,1,0.864089787,0.641666667,0.475,0.798611111,0.5953125
image_1149,1,0.843355179,0.6125,0.559375,0.747222222,0.6375
image_1149,0,0.748431146,0.640277778,0.27265625,0.718055556,0.36953125
image_1149,0,0.572546601,0.204166667,0.3765625,0.448611111,0.48046875
image_1109,1,0.856439352,0.734722222,0.36875,0.851388889,0.484375
image_1109,0,0.48663339,0.720833333,0.5953125,0.827777778,0.690625
image_1152,1,0.599307001,0.691666667,0.54609375,0.923611111,0.725
image_1126,0,0.889442861,0.606944444,0.584375,0.726388889,0.703125
image_1126,1,0.882698834,0.620833333,0.20625,0.705555556,0.296875
image_1126,0,0.819710732,0.590277778,0.39296875,0.719444444,0.5015625
image_1115,1,0.873267174,0.666666667,0.55625,0.777777778,0.6296875
image_1115,0,0.713378787,0.201388889,0.3671875,0.4375,0.4984375
image_1142,1,0.696701288,0.666666667,0.4296875,0.777777778,0.496875
image_1142,0,0.587793291,0.6625,0.2203125,0.7875,0.40703125
image_1125,1,0.876128733,0.683333333,0.64140625,0.843055556,0.771875
image_1125,1,0.842685819,0.658333333,0.2640625,0.783333333,0.35234375
image_1125,0,0.478002131,0.855555556,0.42890625,0.984722222,0.5578125
image_1170,0,0.869861484,0.630555556,0.4265625,0.790277778,0.51484375
image_1170,1,0.70115006,0.708333333,0.29140625,0.784722222,0.390625
image_1170,0,0.473596007,0.104166667,0.19765625,0.301388889,0.28359375
image_1181,0,0.860782504,0.691666667,0.6125,0.833333333,0.7359375
image_1181,1,0.743003428,0.676388889,0.0359375,0.808333333,0.15859375
image_1181,0,0.713211656,0.695833333,0.19765625,0.847222222,0.34140625
image_1185,0,0.900646269,0.690277778,0.37734375,0.809722222,0.484375
image_1185,1,0.861967742,0.7,0.69609375,0.8125,0.7890625
image_1185,0,0.762741745,0.680555556,0.16875,0.811111111,0.29921875
image_1116,0,0.888329148,0.688888889,0.2484375,0.872222222,0.365625
image_1116,0,0.785028994,0.697222222,0.0890625,0.870833333,0.2140625
image_1139,1,0.824224293,0.743055556,0.6984375,0.859722222,0.79765625
image_1139,0,0.652636051,0.763888889,0.43984375,0.868055556,0.58359375
image_1139,0,0.53555268,0,0.13515625,0.227777778,0.23828125
image_1100,0,0.861811876,0.605555556,0.4015625,0.715277778,0.4828125
image_1100,1,0.819915473,0.606944444,0.271875,0.711111111,0.346875
image_1100,0,0.814300835,0.638888889,0.56171875,0.718055556,0.65625
image_1124,0,0.810046375,0.6125,0.62109375,0.865277778,0.7421875
image_1124,0,0.696903229,0.706944444,0.41796875,0.8375,0.5046875
image_1108,1,0.833114028,0.659722222,0.16171875,0.804166667,0.2609375
image_1108,1,0.80045712,0.694444444,0.63515625,0.805555556,0.7125
image_1168,1,0.722723961,0.718055556,0.38359375,0.858333333,0.5140625
image_1168,0,0.625296175,0.023611111,0.13671875,0.241666667,0.28046875
image_1136,1,0.753970802,0.625,0.0921875,0.941666667,0.29765625
image_1136,0,0.703531921,0.719444444,0.36484375,0.940277778,0.5578125
image_1102,1,0.899165452,0.6875,0.49453125,0.826388889,0.59453125
image_1102,0,0.828476906,0.701388889,0.728125,0.840277778,0.86640625
image_1102,0,0.827910841,0.666666667,0.28203125,0.786111111,0.4
image_1105,1,0.841686785,0.670833333,0.46796875,0.795833333,0.54765625
image_1105,0,0.434764504,0.108333333,0.2125,0.298611111,0.30078125
image_1104,1,0.952085912,0.611111111,0.4046875,0.805555556,0.5
